MFCC1_S1,MFCC6_S1,MFCC2_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC5_Sys,MFCC6_Sys,MFCC13_Sys,MFCC1_Dias,MFCC3_Dias,MFCC5_Dias,MFCC6_Dias,MFCC7_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,atomPos4,atomLen6,atomFreq6,atomPos6,atomLen7,atomLen11,atomFreq11,atomFreq15,LPC_Coefficient2,LPC_Coefficient4,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient14,Class
-4.6433,-0.35091,6.3776,0.88695,0.5318,-0.20293,0.30965,-0.63552,0.024959,-12.463,-1.6444,0.3215,-0.69276,0.53569,0.022532,0.050196,-0.05168,162.67,110.67,0.018555,182.67,132,144,0.023926,0.026774,-0.71626,-0.0099465,0.027564,-0.0095029,0.0039668,normal
-7.5942,-0.59442,5.7301,1.431,0.028789,-0.33306,-0.39701,-0.44148,-0.049047,-18.335,1.5904,-0.28579,-0.3124,-0.12169,-0.013926,-0.042938,0.023312,79.692,123.08,0.021559,379.69,155.08,150.15,0.021184,0.030273,-0.86217,0.040464,0.021502,-0.016483,-0.00065032,normal
-3.6203,-0.045694,4.9795,1.8158,0.32135,0.35961,-0.66581,0.46251,0.12918,-10.013,-1.4338,-0.72786,0.96536,0.45191,-0.09491,0.15104,-0.06199,446.86,118.86,0.013207,200.19,204.19,109.71,0.015253,0.021577,-0.60674,-0.051246,0.049792,0.024731,0.0060411,normal
-8.6186,0.24261,5.1167,1.8611,0.44259,0.14968,0.36011,0.3553,-0.040051,-12.086,0.56941,0.31914,0.35506,0.26484,-0.038594,-0.058122,0.016217,318.67,151.11,0.01237,410.67,152.89,202.67,0.01671,0.012695,-0.60612,-0.09668,0.026764,0.017775,0.0034727,abnormal
-3.7166,0.12831,5.1764,1.8817,0.70476,0.13797,0.36797,0.33192,-0.072642,-7.4089,0.7581,0.25771,0.29973,0.25456,-0.0509,-0.040696,0.031128,426.18,221.09,0.014205,486.55,302.55,125.09,0.01669,0.016335,-0.72242,-0.026953,0.03807,0.03176,-0.0094665,abnormal
-19.253,0.36167,4.386,2.1258,0.50489,0.53592,0.54864,0.58829,-0.045098,-21.326,0.72316,0.43909,0.53163,0.19965,-0.079641,-0.041314,0.0074263,210.3,54.788,0.31907,235.27,52.848,55.758,0.28912,0.29522,0.96759,0.77332,0.39672,0.35114,0.1118,abnormal
1.9932,0.52611,4.6734,1.8128,-0.38984,0.41715,-1.3156,0.59379,0.06566,-1.4484,-2.5587,-1.4902,0.79665,0.15546,-0.21474,0.048062,-0.052981,216.71,124.24,0.014936,576.47,165.65,144.94,0.018153,0.017808,-0.67377,-0.032912,0.040765,0.030642,-0.01232,normal
-2.4094,-0.37177,6.1075,0.72376,-0.83106,-0.45365,-0.83027,-0.32706,-0.10109,-6.4049,0.47718,-1.0474,-0.24131,-0.062521,0.0099286,-0.10959,0.019318,145.72,205.78,0.023107,185.48,222.52,185.11,0.027314,0.028155,-1.0178,0.12871,-0.0057032,-0.022237,0.012997,normal
-2.8348,-0.63625,5.6982,1.6448,-0.55914,-0.38914,-1.2199,0.29982,0.013798,-10.162,-1.2949,-1.4044,0.48196,-0.041879,-0.29704,0.039836,0.0089134,362.95,252.63,0.016447,255.16,146.53,173.47,0.014186,0.02426,-0.67143,-0.047936,0.061359,0.025522,-0.013595,normal
-4.9255,-0.1733,5.6749,1.7528,0.41921,-0.0024104,-0.41169,-0.075918,0.024865,-13.36,0.69725,-0.52516,-0.018095,0.20823,-0.028305,0.0010092,0.02791,43.385,164.92,0.017728,333.54,179.69,185.85,0.019005,0.026517,-1.0644,0.14224,-0.03511,-0.039066,-0.0092083,normal
-2.4205,-0.28278,5.813,1.0414,-0.20825,-0.24418,-0.30159,-0.25801,-0.015589,-4.0886,0.90874,-0.38778,-0.26378,-0.14733,-0.013064,-0.020255,0.0020086,733,32,0.28516,759.25,62,122,0.32343,0.30206,1.0803,0.99401,0.71093,0.63858,0.24891,normal
-6.2939,-0.50409,6.2273,1.2028,0.27634,-0.52615,0.38076,-0.89798,0.0042448,-15.495,-0.059227,0.44069,-0.93303,0.11526,-0.068956,0.018139,-0.041026,211.15,124.4,0.027432,259.87,122.61,118.65,0.026576,0.028244,-0.76504,-0.018095,0.029996,0.0080007,0.0017064,normal
-5.4118,0.052162,6.1266,1.2857,-0.10281,-0.11441,-0.51694,0.036502,-0.010839,-13.899,0.44355,-0.39038,0.29428,0.1443,-0.037496,-0.0067072,0.0046128,49.846,144,0.019681,303.38,177.23,120.62,0.022236,0.02494,-0.52441,-0.060119,0.056455,0.049466,-0.016223,normal
-3.2826,0.05107,6.0802,1.1118,0.012222,-0.044678,-0.49521,-0.16829,-0.041243,-7.8944,0.81983,-0.43812,-0.0017042,0.10837,0.020346,-0.059704,0.0014847,358.74,209.37,0.017801,337.6,127.09,210.29,0.020424,0.024721,-0.90883,0.0082467,0.040589,-0.014043,0.0138,normal
-7.5694,-0.25827,5.5571,1.5626,-0.046381,-0.17154,-0.55798,-0.12616,-0.0070437,-15.683,-0.065091,-0.65361,0.052217,0.047579,-0.11583,-0.028512,0.01136,403.08,152.62,0.021635,281.23,157.54,172.31,0.016827,0.024489,-0.92212,0.17185,-0.033511,-0.035683,0.0035141,normal
0.86108,0.30486,5.3025,1.7053,-0.087907,0.19382,-1.235,0.41292,-0.012166,-5.9876,-1.3445,-1.348,0.47762,0.015758,-0.12818,0.0038957,0.028901,44.083,134,0.016764,258.67,111.33,145.33,0.020671,0.019246,-0.88312,0.055864,-0.00086533,-0.034559,0.025376,normal
-7.5779,0.43919,4.7206,2.4385,0.56147,0.32191,0.48621,0.55106,-0.061082,-8.422,0.10892,0.44522,0.60788,0.36634,-0.122,-0.045879,0.020116,369.82,235.64,0.014737,408,151.27,162.91,0.014293,0.017312,-0.54909,-0.084623,0.051889,0.033619,-0.0060873,abnormal
-2.1426,-0.21697,6.4118,0.1853,-0.61264,-0.40878,-0.7446,-0.34986,-0.02391,-5.3182,0.28487,-0.75609,-0.35442,0.019079,0.0029158,-0.050338,0.013707,212.09,171.38,0.018403,174.4,219.73,165.69,0.023003,0.023872,-0.8604,0.029116,0.032134,-0.0016942,0.0053043,normal
-4.8044,-0.53407,6.0129,0.56243,-0.90644,-0.62511,-0.98583,-0.65305,-0.048669,-6.0834,1.0965,-0.94118,-0.59392,-0.15317,-0.016825,-0.050993,-0.010623,498.71,136.14,0.35775,525.9,106.85,100.88,0.30227,0.30992,0.98167,0.81226,0.50321,0.44997,0.14076,normal
-1.9349,-0.13629,5.7516,1.5012,-0.1768,-0.29006,-0.71786,-0.24902,-0.01275,-7.3907,-0.26014,-0.88298,-0.0011624,-0.13378,-0.086821,-0.0021326,-0.017992,129.07,142.93,0.024089,257.07,204.8,164.27,0.027083,0.032292,-0.9128,0.090974,0.020064,0.0035843,0.01553,normal
0.065023,-0.30648,5.7276,1.2214,-0.73868,-0.28892,-1.0675,-0.37646,-0.10362,-4.8556,-1.8441,-1.2247,-0.081844,-0.38916,-0.2205,-0.060693,0.027354,396.14,189.79,0.025593,265.38,189.79,211.86,0.023033,0.032462,-1.0886,0.12796,-0.0084739,-0.015209,0.016253,normal
-2.7083,-0.16633,6.0028,0.86281,-0.22517,-0.11194,-0.50564,-0.13376,-0.053621,-7.3703,1.3973,-0.35901,-0.037535,-0.031029,-0.037342,-0.033584,0.024048,133.2,225.6,0.017773,195.4,196.8,195.2,0.020605,0.024512,-1.0131,0.052554,0.0035845,-0.033232,0.024212,normal
-9.7001,0.07176,5.0147,1.7561,1.1667,0.070886,1.3089,0.086024,-0.015903,-11.949,1.1436,1.193,0.076571,0.26637,-0.08928,-0.012114,-0.018375,240,256,0.0078125,1088,32,60.364,0.11044,0.021307,0.06523,0.21553,0.29827,0.1847,0.0468,normal
2.0187,0.31281,5.513,1.7065,-0.21735,0.15645,-0.96454,0.4533,0.12743,-4.4257,-1.475,-1.0773,0.61972,-0.047573,-0.2521,0.10409,-0.042413,108.15,142.77,0.022686,195.69,142.77,134.15,0.019832,0.027118,-0.76512,0.039096,0.022562,0.00043765,0.0094242,normal
-4.0564,-0.22277,5.626,1.3479,-0.34482,-0.0086144,-0.81608,0.40418,0.12764,-8.699,-1.849,-0.82605,0.57981,-0.20389,-0.019446,0.146,-0.056378,344.5,182,0.018555,368.75,157,139,0.018555,0.027832,-0.73555,-0.033975,0.053339,0.018053,-0.0033872,normal
1.3417,-0.32402,5.7334,0.751,-0.85722,-0.36266,-0.99666,-0.37883,-0.07763,0.34684,0.20482,-0.86901,-0.3615,-0.18161,-0.0058354,-0.050904,-0.02053,662.27,64,0.36143,657.19,44.108,76.973,0.38133,0.37199,1.2162,1.13,0.6811,0.60084,0.25325,normal
-10.984,0.14888,4.9147,1.9097,0.41073,0.23136,0.35732,0.23329,-0.044107,-12.905,1.3354,0.29743,0.19788,0.13419,-0.057258,-0.037867,-0.023424,955.18,196.71,0.3017,1032.1,119.53,170.35,0.33031,0.36724,1.4184,1.6725,1.1405,1.0336,0.27468,abnormal
-7.0551,-0.78527,5.5398,1.3023,-0.023782,-0.39121,-0.73592,-0.28319,-0.0045038,-21.827,-0.21786,-0.85841,0.192,-0.079967,-0.15278,0.056115,0.054748,245.47,144.84,0.025493,67.368,109.47,107.79,0.023438,0.020456,-0.859,0.014876,0.021719,-0.0065871,0.0053623,normal
-2.8856,0.11323,6.0386,1.0816,0.0038706,-0.057645,-0.56294,-0.19402,-0.066797,-7.7234,0.70578,-0.38066,0.0050173,0.21572,0.040501,-0.044231,-0.022386,168.5,252,0.020752,381.5,172,162,0.022583,0.021729,-0.93917,0.04577,0.017635,-0.01051,0.0032815,normal
-5.8995,-0.55366,5.8705,0.81374,-0.83708,-0.3153,-1.6077,-0.12962,-0.047255,-11.045,-1.0226,-1.6627,-0.12871,-0.2559,-0.10278,-0.052532,-0.020039,295.06,101.65,0.032399,460.24,118.59,88.471,0.028263,0.025046,-1.2862,0.32165,-0.083873,-0.0068796,-0.013709,normal
-0.50196,-0.0059953,5.4094,1.6942,-1.0023,-0.18184,-1.3993,0.010977,-0.068913,-3.9271,-0.86461,-1.7245,0.15578,-0.0056436,-0.050149,-0.053246,0.00098428,497.11,195.56,0.017687,222.67,188.44,186.67,0.021267,0.022352,-0.72645,-0.068674,0.069229,0.037593,-0.01315,normal
-2.6331,-0.32756,5.2642,1.8236,-0.076655,0.11241,-0.85313,0.1437,0.045671,-9.7409,-1.1936,-0.96743,0.51636,0.27476,-0.18691,0.06132,0.041678,148.55,136.73,0.019531,160,152.73,145.45,0.030806,0.027699,-0.52176,-0.040978,0.048363,0.040474,-0.0084977,normal
-3.6558,0.14646,5.5134,1.4918,-0.042658,-0.13246,-0.52317,-0.10764,-0.068276,-9.5173,0.059037,-0.70002,0.010195,0.052159,-0.0048148,-0.076977,0.016906,344.42,220.63,0.017578,319.16,186.95,193.68,0.021793,0.021587,-0.68219,-0.074127,0.075897,0.043271,-0.021956,normal
-4.7635,-0.058259,5.5942,1.5732,-0.73089,-0.29131,-1.1695,-0.017123,-0.0085577,-7.5851,-0.96447,-1.5275,0.080239,-0.2875,-0.26062,-0.0024049,0.025142,412.8,151.04,0.017969,334.56,136.96,232.96,0.024375,0.021016,-0.62966,-0.078064,0.068325,0.040572,-0.0033795,normal
-2.2459,0.17474,5.2944,1.523,0.32677,0.15505,-0.57104,0.50325,0.04533,-10.21,-0.52678,-0.6734,0.54637,0.11698,-0.24755,0.018215,-0.049147,63,136,0.019287,409.5,152,156,0.024902,0.022095,-0.60048,-0.089649,0.068297,0.041411,-0.015525,normal
-1.5951,-0.1158,5.5898,1.524,-0.30862,-0.4165,-0.77543,-0.48249,-0.08731,-5.2047,-0.40318,-0.89956,-0.28968,-0.13965,-0.083107,-0.0041593,-0.010001,253.33,142.22,0.02474,438.22,142.22,117.33,0.033854,0.029514,-0.91535,0.096658,0.051169,0.032778,0.014379,normal
-4.2323,-0.043414,6.1503,0.93876,0.022288,0.03559,-0.37118,0.085503,-0.053788,-10.481,0.77806,-0.23424,0.14044,0.13401,-0.03923,-0.02621,0.040859,106.33,168,0.019287,216,188,138.67,0.019694,0.0236,-0.79449,0.044069,0.033626,0.025199,0.012506,normal
-4.7832,-0.099921,5.63,1.3856,0.019888,-0.083209,-0.42384,-0.064422,0.0098949,-9.0349,-0.67626,-0.55549,0.19657,-0.094598,-0.027451,0.058533,-0.028222,173,140,0.0236,431.67,108,154.67,0.0236,0.024658,-1.03,0.081457,0.003962,-0.027057,-0.0011742,normal
-4.1708,0.079135,5.699,1.3853,0.26518,0.031169,-0.57068,-0.097826,-0.031694,-12.264,0.089539,-0.58215,0.15287,0.18705,-0.093496,-0.0083223,0.022418,393.85,140.31,0.016226,253.23,162.46,201.85,0.016977,0.023738,-0.99461,0.083837,0.00024382,-0.017003,-0.0099768,normal
-6.4499,-0.60993,6.1137,1.0898,-0.65394,-0.28992,-1.0413,-0.42101,-0.052573,-15.353,0.56965,-1.0119,-0.12638,0.053661,-0.026016,-0.049844,0.044011,144.67,160,0.018555,248.33,172,162.67,0.02653,0.024333,-0.83818,0.053072,0.022904,-0.0039953,0.012669,normal
-1.033,-0.32391,6.2431,0.78997,-0.80937,-0.38149,-1.1634,-0.2978,-0.048665,-6.1028,0.069979,-1.1539,-0.18449,-0.031817,-0.065931,-0.018031,0.00087719,257.6,159.2,0.02666,168.9,129.6,188.8,0.024463,0.027148,-1.116,0.19626,-0.047931,-0.051955,0.019448,normal
-3.8035,-0.067253,6.4376,0.41136,-0.48484,-0.24797,-0.42109,-0.19664,-0.0075561,-9.4008,1.2966,-0.43235,-0.14677,0.21001,0.02175,-0.0063316,-0.026322,73.193,154.95,0.020936,217.89,139.23,133.05,0.023129,0.026144,-0.75841,0.0014346,0.051978,0.01558,0.0055627,normal
-8.2215,0.42827,4.5103,2.2199,1.2658,0.5406,1.3086,0.5022,0.025389,-10.47,2.7585,1.3112,0.49737,0.066981,-0.018395,0.0039383,0.083685,1104,512,0.025391,128,32,32,0.041118,0.03125,0.27488,0.17509,0.23321,0.049663,0.089785,normal
-2.3924,-0.44918,6.5617,0.38976,-0.61726,-0.55803,-0.73556,-0.62567,-0.065851,-6.3981,1.4885,-0.75138,-0.65402,-0.2258,-0.036137,-0.073898,-0.021562,137.77,189.77,0.025572,196.47,129.49,160.74,0.029933,0.032567,-0.99876,0.086667,-0.0077707,-0.020599,0.01054,normal
-1.184,-0.22332,5.9757,1.1017,-0.21908,-0.20375,-0.53945,-0.20206,-0.078248,-6.1786,0.57599,-0.44084,-0.18617,0.11618,0.0121,-0.07504,0.0082481,156.07,138.67,0.01703,96.211,150.46,197.05,0.019566,0.02587,-0.85223,0.065172,0.012334,-0.014598,0.0021815,normal
-8.7275,0.0062894,5.5512,1.4123,0.88512,-0.019198,0.87632,-0.2958,0.023599,-18.934,-0.60619,1.0284,-0.38074,0.28835,-0.077432,0.022543,-0.0288,212.6,221.6,0.02085,61.1,180,142.4,0.017188,0.019385,-0.74911,0.017132,0.007276,0.014363,-0.012066,normal
-2.5866,-0.078555,5.765,1.7776,-0.20656,-0.22435,-0.47157,-0.037055,0.026331,-9.2911,-1.0813,-0.84543,0.17009,-0.16079,-0.12836,0.059928,-0.013949,378.46,114.46,0.024189,176.31,141.54,140.31,0.019081,0.027194,-0.91597,0.087545,0.021099,-0.0026992,0.0071537,normal
-4.5755,-0.31,5.9756,1.4554,0.25252,-0.12904,-0.29532,-0.36794,-0.041187,-9.1453,0.46039,-0.25833,-0.29216,-0.059398,0.053412,-0.076513,-0.040171,123.43,206.63,0.025056,107.89,174.63,174.63,0.024219,0.027846,-0.63424,-0.012454,0.044,0.030074,-0.0052483,normal
-2.7874,-0.29614,6.2729,0.8789,-0.3335,-0.28301,-0.6791,-0.38638,-0.051789,-7.3012,0.9603,-0.63319,-0.305,0.073585,-0.029303,-0.031384,0.032088,355.82,130.91,0.019265,315.36,162.91,176.73,0.026012,0.020463,-0.7806,0.011046,0.03505,-0.0019637,0.0025039,normal
-8.7523,-0.15064,6.4241,0.21602,-0.24172,0.0064766,-0.55963,-0.14364,-0.027264,-12.883,0.60051,-0.45193,-0.082099,0.21826,0.015646,-0.048622,-0.00090821,99.655,157.24,0.020592,218.48,152.83,154.76,0.023589,0.028573,-0.84651,0.073406,0.013196,0.0087208,0.00081606,normal
-2.6298,-0.09627,6.3279,0.6348,-0.098788,-0.068944,-0.24668,-0.069228,-0.040132,-7.6492,0.90781,-0.32237,-0.097089,0.12039,-0.020647,-0.048494,0.016269,236,132.44,0.023003,136,125.33,218.67,0.019586,0.027452,-0.95405,0.080892,0.0064672,-0.010882,0.0093306,normal
-3.3519,-0.053486,5.8806,1.0263,-0.20478,-0.16743,-0.36441,-0.19072,-0.041953,-9.4435,0.80171,-0.41293,-0.17548,0.36506,0.0019099,-0.014281,0.010722,89.032,144.52,0.017389,167.1,211.61,165.16,0.022303,0.020728,-0.74703,-0.0017723,0.029995,0.015291,-0.0044915,normal
-6.4147,-0.094312,5.8932,1.7274,-0.1292,-0.28147,-0.49669,-0.25166,-0.026336,-11.466,0.28705,-0.77276,-0.18885,0.20772,-0.08543,-0.014511,-0.010377,123.25,157,0.018311,196.62,151,145,0.021973,0.023438,-0.88032,0.016733,0.036143,0.012855,0.00054875,normal
-5.51,-0.34223,6.2342,0.7494,-0.38388,-0.19408,-0.73634,-0.21037,-0.026942,-11.22,1.1019,-0.78666,-0.22561,0.11596,-0.042306,-0.023577,0.0078129,208.48,120.32,0.022969,316.8,167.68,200.96,0.016719,0.022031,-1.0416,0.10163,-0.0058511,0.003271,0.007675,normal
-3.8989,-0.023192,6.003,1.164,0.1823,-0.0063189,-0.32725,-0.1356,-0.045845,-10.845,0.62719,-0.40618,-0.062049,0.1254,0.0021254,-0.046407,0.016311,166.73,157.58,0.02107,211.58,133.33,186.18,0.022698,0.023881,-0.98364,0.10551,-0.0125,-0.03179,0.012284,normal
-3.732,0.29568,4.6183,2.0194,0.25821,0.38819,0.2363,0.46486,-0.073399,-5.1805,0.043518,0.23968,0.41224,0.22192,-0.032213,0.00092297,0.02037,960.57,33.143,0.3192,756,32,32,0.29353,0.30636,1.3634,2.0263,2.0405,1.7317,0.23301,abnormal
-0.69409,0.098347,5.2258,1.9735,0.27525,0.026067,-0.34145,0.11325,-0.036074,-3.6918,-0.44937,-0.45557,0.18588,-0.046796,-0.10056,-0.015494,-0.021714,230.91,209.45,0.015714,358.55,213.82,189.09,0.016335,0.028054,-0.56824,-0.095362,0.063815,0.046606,-0.0070123,normal
-3.2163,-0.049782,6.0231,1.2005,0.16726,0.02836,-0.42944,-0.23763,-0.033557,-8.555,0.7855,-0.28185,-0.11512,0.10529,-0.055836,-0.055041,0.013118,61.926,192,0.02691,221.04,144.59,192,0.024812,0.023148,-0.91187,0.051611,0.033324,0.010845,0.0074377,normal
-4.7196,0.024397,5.6163,1.6617,-0.15204,-0.019756,-0.82486,0.14056,-0.056768,-11.145,1.0429,-0.70803,0.19035,-0.067708,-0.04508,-0.081008,0.094163,106.5,134,0.020264,340.25,120,136,0.025879,0.02002,-0.87219,0.026554,0.031651,-0.019352,0.023843,normal
-4.715,-0.18841,5.5696,1.5953,-0.31187,0.016028,-0.8441,0.36854,-0.016597,-10.652,-0.67448,-1.0521,0.48467,-0.0072775,-0.08546,-0.013173,0.076074,296.09,150.76,0.022526,227.64,140.44,140.8,0.022331,0.026194,-1.0144,0.1327,-0.03031,-0.03641,0.017884,normal
-2.5335,-0.14475,6.7237,0.20731,0.00049875,-0.28457,0.04053,-0.63539,0.020728,-9.1272,-0.81853,0.014817,-0.82629,0.33854,-0.055582,0.01882,-0.042354,129.66,177.66,0.019801,156.69,175.45,135.72,0.018925,0.030711,-0.81205,0.099466,0.0022309,0.0025237,-0.0079528,normal
-2.9623,0.15601,5.8223,1.3295,0.13624,-0.058395,-0.53563,0.22813,-0.081922,-10.679,-0.0088108,-0.22163,0.45356,0.18409,-0.16358,-0.10592,0.06983,129.45,133.82,0.015625,434.18,136.73,107.64,0.024148,0.027344,-0.94058,0.062425,0.017423,-0.041307,0.042331,normal
-7.8482,-0.41408,6.147,1.2815,-0.13606,-0.22511,-0.67171,-0.29877,-0.10322,-17.644,1.6796,-0.45215,-0.060709,0.086095,0.096847,-0.097384,0.016464,181.83,117.33,0.025879,59.667,109.33,146.67,0.028646,0.032552,-0.54883,-0.032681,0.049776,0.029281,-0.004761,normal
-12.351,-0.245,6.0809,0.80801,-0.20821,-0.20519,-0.38802,-0.23041,-0.039759,-17.052,1.0204,-0.37387,-0.18203,0.037408,-0.0029026,-0.045998,0.0098736,163.35,149.82,0.022283,151.02,156.51,147.2,0.028107,0.029279,-0.55378,-0.027181,0.053411,0.036515,-0.0022727,normal
-3.1288,-0.48749,6.8355,0.17482,-0.65546,-0.51335,-0.86901,-0.53496,-0.034325,-7.9945,1.1864,-0.99412,-0.57379,0.039247,-0.01946,-0.0098773,-0.044038,245.47,180.27,0.029492,166.8,168.53,141.87,0.026888,0.026888,-1.1623,0.18647,-0.023847,-0.025007,0.0034127,normal
-10.185,0.058692,5.09,1.9892,0.3197,0.10856,0.24551,0.37621,-0.026099,-12.6,-0.17256,0.23331,0.40191,0.29768,-0.07061,-0.054284,0.016725,233.56,169.37,0.01372,244.2,178.73,160.78,0.020293,0.018721,-0.52937,-0.088574,0.057244,0.045609,-0.010908,abnormal
-4.0462,-0.069818,5.6152,1.3235,-0.083662,-0.12895,-0.29945,-0.15264,-0.039041,-10.803,0.66325,-0.31862,-0.099038,0.12951,0.053504,-0.062647,-0.0012827,116,185.35,0.017959,166.65,193.66,172.05,0.020064,0.024097,-0.73634,0.0055,0.037329,0.012309,0.0017838,normal
-7.8263,0.38616,4.7818,2.4351,0.43335,0.50258,-0.16156,0.44105,-0.018335,-11.412,-0.8615,-0.194,0.47374,0.24754,-0.096805,-0.041508,-0.017238,264.64,256,0.0078906,226.72,261.12,229.12,0.010391,0.019531,-0.51659,-0.05686,0.029489,0.034518,-0.010652,abnormal
-6.1417,-0.10078,6.0858,0.72175,-0.010338,-0.055881,-0.30012,-0.10676,-0.052792,-11.222,0.3156,-0.28531,-0.037622,0.17265,-8.76E-05,-0.071012,-0.0096792,140.52,144.7,0.019701,127.39,155.83,153.04,0.023268,0.026962,-0.78584,0.013429,0.0091289,0.0051979,0.0022302,normal
-3.6831,0.25503,4.58,2.2166,0.48566,0.34228,0.024989,0.39449,-0.011565,-8.7703,-0.31162,0.16569,0.44343,0.24662,-0.10503,-0.028531,-0.00036778,127.36,151.27,0.017312,159,132.36,190.55,0.019043,0.024814,-0.51402,-0.025247,0.054266,0.041327,0.0002184,abnormal
-7.4155,-0.39449,5.6467,1.7309,0.058633,-0.13579,-0.56632,-0.19191,0.00076029,-15.942,-0.080012,-0.67604,-0.086331,0.031958,-0.070833,0.0057912,0.016174,384,164.57,0.021205,281.14,143.24,92.952,0.019159,0.025949,-0.91202,0.051096,0.0099452,-0.022759,0.02021,normal
-3.6324,-0.1983,6.4651,0.45401,-0.24313,-0.13204,-0.20632,-0.12731,-0.053243,-9.4172,1.3441,-0.32956,-0.084336,0.062576,-0.024468,-0.045047,-0.0072114,198.4,119.77,0.026283,120.46,170.97,148.11,0.026674,0.031417,-0.90019,0.11781,0.012595,0.0026659,0.0046584,normal
-5.0974,-0.66522,6.1126,0.923,-0.73844,-0.34294,-1.5557,-0.30695,-0.029364,-10.404,-0.98605,-1.6788,-0.28329,-0.23875,-0.096228,-0.032219,-0.019963,364.19,129.52,0.027716,376.95,153.9,158.48,0.018136,0.024554,-1.1592,0.32145,-0.082852,-0.035967,-0.0045842,normal
-4.4373,-0.3856,6.3971,0.42885,-0.39156,-0.30615,-0.83702,-0.38351,-0.011446,-12.213,0.91731,-0.92611,-0.3742,0.013675,-0.026983,-0.032674,-0.0073314,178.1,163.05,0.020089,203.81,149.33,149.33,0.027809,0.024182,-0.74905,0.032198,0.023635,-0.009054,-0.0003146,normal
-3.1386,-0.073949,4.8398,2.0004,0.27779,0.22868,-0.66971,0.3246,0.11277,-10.234,-1.8713,-0.86701,0.77586,0.67595,-0.084658,0.14645,1.03E-05,198.48,169.14,0.016183,412.95,144.76,167.62,0.016648,0.021112,-0.65813,-0.049914,0.054753,0.016995,-6.47E-05,normal
-0.40426,-0.24861,5.2102,1.6262,-0.75205,-0.44583,-1.1654,-0.36551,-0.052047,-3.8032,-1.6249,-1.5325,-0.20942,-0.11105,-0.25078,-0.024452,0.047928,488.53,134.4,0.021094,241.07,93.867,256,0.018359,0.022135,-0.69153,-0.054895,0.06255,0.022617,-0.00082906,normal
-2.5319,-0.0065317,5.407,1.6489,-0.89918,-0.1625,-1.4762,0.05816,0.078158,-5.7179,-0.93125,-1.6889,0.17165,-0.083487,-0.28182,0.081039,-0.025971,486.77,155.08,0.016752,221.23,163.69,220.31,0.018855,0.02832,-0.78591,-0.022,0.034272,0.021501,-0.0012248,normal
-6.0802,-0.042897,6.3021,0.82857,-0.10997,-0.099678,-0.36533,-0.048832,-0.056733,-11.302,0.23367,-0.39401,-0.010107,0.21557,-0.01689,-0.058763,0.018811,221.71,170.06,0.021122,105.49,149.94,142.17,0.019699,0.027706,-0.8482,0.059205,0.007009,-0.01039,0.010042,normal
-1.7532,0.25077,5.4986,1.796,0.14107,0.086708,-0.74475,0.33294,0.1017,-9.1878,-0.44672,-0.83749,0.52901,-0.18504,-0.24786,0.12137,-0.076388,56.421,144.84,0.024465,191.16,151.58,144.84,0.020559,0.025082,-0.72359,-0.13466,0.067449,0.034263,0.00287,normal
-3.3746,-0.17981,6.1795,0.79917,-0.18018,-0.051844,-0.19268,-0.04617,-0.076182,-7.9347,0.59989,-0.4246,-0.085304,0.1904,0.046597,-0.058301,0.0032213,139.82,166.21,0.016587,220.9,170.03,136.12,0.020493,0.020931,-0.71319,0.020639,0.033859,0.011074,-0.00065589,normal
-3.1532,0.12351,5.694,1.5551,0.05499,-0.0039086,-0.71408,-0.083659,-0.035638,-11.416,-0.63524,-0.85623,0.10892,-0.02196,-0.063174,0.050303,0.0065115,668.8,115.2,0.01748,236,113.6,128,0.019531,0.025488,-0.70639,-0.021132,0.040731,0.021424,-0.0088499,normal
-2.4715,-0.38495,6.5072,0.50406,-0.6201,-0.49282,-0.73798,-0.41896,-0.068877,-7.1013,1.0404,-0.71543,-0.40341,-0.047152,-0.0068354,-0.045777,0.0070177,150.67,146.13,0.022917,270.93,120.53,221.87,0.023372,0.026758,-0.85566,0.038604,0.019924,-0.0030764,0.020869,normal
-4.1536,0.10097,4.7502,1.9602,0.30035,0.20351,0.29354,0.30285,-0.012385,-9.3149,0.76156,0.3624,0.49026,0.22178,-0.068856,-0.033384,0.0062602,108.47,190.12,0.012293,214.12,144.94,150.59,0.016085,0.02631,-0.45123,-0.066983,0.063651,0.046734,0.0013233,abnormal
2.1952,0.29627,4.3278,2.2417,-0.22547,0.24427,-1.2333,0.49244,0.14135,-1.1038,-2.8635,-1.34,0.59603,-0.095735,-0.19599,0.13665,-0.060258,324.15,141.04,0.016638,373.93,151.7,162.37,0.01577,0.021701,-0.94903,0.091103,-0.0090628,-0.0078721,0.002475,normal
-6.5444,-0.57666,5.9665,0.87355,-0.70575,-0.29806,-1.4949,-0.27917,0.042625,-11.574,-1.0461,-1.586,-0.22659,-0.35317,-0.071128,0.031952,-0.047463,418.77,146.46,0.030799,307.38,125.54,161.23,0.027194,0.038912,-1.068,0.20369,-0.03324,-0.038993,0.011886,normal
