LPC_Coefficient5,LPC_Coefficient4,atomFreq6,atomFreq5,atomFreq7,atomFreq8,atomFreq9,atomFreq10,LPC_Coefficient6,atomFreq4,LPC_Coefficient9,atomFreq13,atomFreq3,LPC_Coefficient2,atomFreq11,LPC_Coefficient10,atomFreq14,atomFreq12,LPC_Coefficient8,atomFreq2,LPC_Coefficient14,atomFreq15,LPC_Coefficient15,atomFreq1,atomLen6,LPC_Coefficient11,atomLen7,atomLen5,atomLen8,LPC_Coefficient3,atomLen4,atomLen9,LPC_Coefficient7,atomLen1,atomLen11,LPC_Coefficient13,atomLen13,LPC_Coefficient12,atomLen3,atomLen10,atomPos4,atomPos3,atomLen2,atomPos1,atomPos2,atomAmp2,atomPos5,atomLen15,atomPos11,atomAmp1,atomAmp3,atomPos14,LPC_Coefficient16,atomLen14,atomLen12,atomPos6,atomPos15,atomPos8,atomPos12,atomAmp4,atomPos10,atomPos9,atomPos7,atomPos13,atomAmp5,atomAmp6,Class
0.093568,-0.061063,0.019741,0.01995,0.019671,0.021066,0.026088,0.018206,0.10535,0.022321,0.017885,0.023019,0.014439,-0.71059,0.019043,-0.0056817,0.023717,0.022949,0.051894,0.0143,-3.38E-05,0.024135,0.012865,0.018834,181.71,-0.016466,212.57,194.29,141.71,-0.21717,157.71,171.43,0.095299,146.29,195.43,-0.011395,178.29,-0.017935,163.43,174.86,184.29,45.571,166.86,7.4286,51.714,3.7014,196.14,237.71,282,6.0438,2.7762,301.71,0.025782,129.14,150.86,238.43,244,282.57,213.43,1.8241,216.29,196,247.71,311,1.3306,1.2024,normal
0.11476,0.013072,0.018288,0.018111,0.017756,0.020241,0.024059,0.020597,0.12185,0.015625,0.0016018,0.024148,0.018821,-0.88767,0.020685,-0.015572,0.015092,0.019354,0.037218,0.019886,-0.0053057,0.023793,0.012723,0.017045,197.82,-0.026108,266.18,138.18,180.36,-0.2656,176,206.55,0.083083,162.91,145.45,-0.01887,232.73,-0.025512,186.18,205.09,49.455,101.09,229.82,0.36364,594.55,7.8535,164.73,219.64,455.64,10.407,7.3083,368.36,0.027282,186.18,234.18,395.27,387.64,568.36,341.45,3.4767,232.55,318.36,360,318.36,2.7808,2.3424,normal
0.15828,0.10409,0.021188,0.022017,0.026574,0.028291,0.025331,0.027462,0.11161,0.021188,-0.021008,0.022609,0.022254,-0.94586,0.028705,-0.016123,0.025036,0.031013,-0.0028185,0.022846,0.0063624,0.036458,0.0059533,0.021662,140.61,-0.0004483,136.73,139.64,170.67,-0.11608,114.42,137.7,0.045238,115.39,169.7,0.0093074,147.39,0.0089665,135.76,152.24,174.06,224.85,162.91,35.879,230.06,3.7512,240.24,178.42,196.24,5.4865,3.0539,298.91,0.026656,194.91,137.7,272.48,186.91,277.82,304.12,2.7228,312.61,256,259.76,258.3,1.9848,1.7349,normal
0.12404,0.0072421,0.018454,0.020744,0.015457,0.017342,0.018858,0.023438,0.12079,0.022562,0.0057731,0.026805,0.014177,-0.86085,0.025391,-0.02996,0.024347,0.020407,0.034148,0.014783,0.0037296,0.022764,0.014937,0.01448,130.76,-0.031374,129.66,130.21,168.28,-0.2305,144.55,184.83,0.085513,178.76,169.93,-0.0070848,155.59,-0.019489,272,157.24,414.62,141.66,192.55,4.5517,12.552,5.6145,172.07,174.34,249.31,6.8945,3.6784,276.14,0.023434,178.76,200.28,337.79,294.76,201.72,274,3.1279,270.69,209.72,310.55,324.76,2.4315,1.9913,normal
0.10816,0.023795,0.020399,0.019748,0.014323,0.018121,0.014974,0.014106,0.09096,0.017795,0.011624,0.020616,0.011068,-0.90095,0.019097,-0.0019455,0.022135,0.019857,0.028474,0.014974,-0.0088342,0.019748,0.0022583,0.015625,149.33,-0.014347,197.33,163.56,190.22,-0.16718,163.56,113.78,0.06032,192,218.67,-0.028471,163.56,-0.021747,145.78,113.78,303.56,124.22,167.11,2.6667,16,4.327,185.78,176,197.78,6.4859,2.5515,257.56,0.041707,193.78,163.56,221.78,301.56,243.11,251.56,2.2319,462.67,279.33,362.67,355.11,1.8783,1.5225,normal
0.019013,-0.0632,0.017687,0.021701,0.025174,0.01237,0.02181,0.016168,0.058029,0.020399,0.048051,0.018446,0.020833,-0.48368,0.02105,0.034648,0.026042,0.02398,0.060193,0.0099826,-0.0058734,0.030056,-0.00021072,0.026693,136.89,0.021052,158.22,138.67,200.89,-0.17864,85.333,211.56,0.066854,142.22,188.44,-0.0020687,213.33,0.0080017,168.89,305.78,171.11,14.667,416,17.778,7.1111,2.2414,167.78,197.33,209.33,3.5423,1.7131,324,0.011917,135.11,197.33,280.22,152.22,284.67,169.33,1.3177,328,232,226.67,273.78,1.1857,0.91029,normal
0.083013,-0.052439,0.029948,0.015951,0.02002,0.022786,0.015299,0.016602,0.11808,0.024089,0.012811,0.025879,0.021484,-0.68464,0.020508,-0.0079935,0.026204,0.020182,0.053909,0.016927,-0.01213,0.031901,0.0025277,0.020508,138.67,-0.018316,176,125.33,149.33,-0.3091,218.67,261.33,0.096253,213.33,176,-0.017192,197.33,-0.020682,192,181.33,392.67,248,85.333,34.667,61.333,5.6492,141,197.33,159.33,7.2693,2.8882,327.33,0.026301,181.33,240,318,280,318,367.33,2.2309,247.67,170,366.67,179.33,1.6312,1.183,normal
0.087634,-0.030425,0.021839,0.020774,0.023082,0.024059,0.021307,0.020153,0.11611,0.020774,0.010149,0.029119,0.018643,-0.74793,0.017756,-0.010464,0.02619,0.018821,0.051828,0.017045,-0.012041,0.024325,0.0092338,0.020241,139.64,-0.023634,139.64,157.09,160,-0.2779,202.18,160,0.09114,183.27,189.09,-0.023489,155.64,-0.027186,170.18,158.55,338.73,224,84.364,10.182,17.455,7.1369,218.18,209.45,275.64,8.6975,3.4026,213.09,0.047463,174.55,136.73,231.27,196,361.09,370.55,2.6605,233.82,281.82,336.91,190.55,2.1287,1.5019,normal
0.10677,0.030774,0.025905,0.030428,0.022821,0.020148,0.025596,0.025288,0.08598,0.020765,0.0045516,0.023232,0.016859,-0.82156,0.029605,0.02052,0.021484,0.02611,0.017597,0.02426,-0.016867,0.029914,-0.0055675,0.031456,126.32,0.016003,175.16,129.68,180.21,-0.18313,186.95,185.26,0.04415,124.63,144.84,-0.010055,87.579,0.0055728,192,198.74,220.21,58.947,168.42,5.4737,18.947,2.7629,462.74,217.26,254.53,5.1354,2.1825,407.16,0.016766,133.05,178.53,417.05,199.16,227.58,359.37,1.6502,302.74,197.47,260.63,320.63,1.3645,1.1195,normal
0.098771,0.014104,0.023112,0.021484,0.01473,0.019531,0.017415,0.023356,0.11075,0.023193,0.0061185,0.0271,0.021484,-0.8586,0.022135,-0.020322,0.024902,0.02238,0.048564,0.01709,-0.0036307,0.022217,0.0041513,0.015625,136,-0.029465,196,161.33,102.67,-0.22405,228,216,0.087099,88,170.67,-0.0090112,204,-0.020046,281.33,146.67,341.33,142.67,160,15.667,34.667,4.4814,170,141.33,349.67,7.6746,2.8186,265,0.032334,224,245.33,177.83,327.33,446.33,182.67,2.3392,281.67,256,131.33,219.33,1.9622,1.4944,normal
0.17302,0.10041,0.022336,0.023438,0.026793,0.028395,0.032302,0.030549,0.12839,0.022035,-0.032797,0.034004,0.020533,-0.91221,0.034555,-0.026823,0.027644,0.032853,-0.010017,0.022336,0.0091961,0.032402,0.005486,0.021835,150.15,-0.0049074,137.03,125.54,141.13,-0.15833,110.77,123.9,0.049789,113.23,153.44,0.01566,146.87,0.011048,101.74,133.74,149.95,84.718,100.1,31.59,15.179,2.2287,192.41,181.33,144.31,3.7384,1.4027,155.38,0.013057,134.56,151.79,130.26,154.36,163.18,188.21,1.1284,200.1,247.18,211.69,137.85,0.96261,0.79865,normal
0.13189,0.011566,0.014436,0.018003,0.015455,0.019531,0.020041,0.025306,0.1331,0.016474,-0.0031044,0.018427,0.016474,-0.87092,0.022418,-0.024213,0.026325,0.022758,0.029862,0.014266,0.0036592,0.018852,0.010064,0.014776,143.3,-0.024206,187.83,146.09,217.04,-0.28822,130.78,253.22,0.084327,178.09,173.91,-0.006249,232.35,-0.017026,192,162.78,286.78,358.96,208.7,2.7826,185.39,4.7415,332.7,183.65,419.65,6.4371,3.986,302.78,0.010745,139.13,229.57,438.61,425.39,311.65,306.78,3.1885,324.17,361.74,232.52,177.39,2.4274,1.9197,normal
0.11962,0.0041506,0.024127,0.025965,0.035386,0.026425,0.026654,0.024931,0.13244,0.011719,-0.0014254,0.02045,0.018727,-0.80943,0.026425,-0.031603,0.016889,0.019187,0.043074,0.015395,0.013432,0.03102,0.018878,0.025735,111.06,-0.033524,122.35,146.82,176.94,-0.27329,348.24,146.82,0.096487,131.76,165.65,-0.0013977,197.65,-0.020308,199.53,184.47,19.529,321.41,161.88,112.47,264,5.0372,310.59,175.06,264,5.3535,4.0131,251.76,0.013163,193.88,229.65,274.12,539.76,366.12,370.35,2.5972,268.71,332,351.06,419.29,1.8855,1.6282,normal
0.036169,-0.06665,0.015325,0.010817,0.021935,0.015625,0.015775,0.021334,0.063795,0.011118,0.031392,0.013371,0.013522,-0.60637,0.011869,0.016265,0.01878,0.015024,0.049705,0.010367,0.022656,0.018029,0.01852,0.016827,142.77,0.0097977,162.46,155.08,132.92,-0.16616,270.77,189.54,0.065729,120.62,182.15,0.017616,209.23,0.011473,216.62,145.23,147.08,265.23,221.54,139.08,320,3.4056,378.46,258.46,300,5.9083,2.8477,164.31,0.0038867,209.23,211.69,251.69,295.08,410.46,307.08,1.9083,278.15,336.62,277.23,433.85,1.7468,1.2695,abnormal
0.12639,0.029677,0.024157,0.022615,0.024465,0.024825,0.023438,0.017989,0.083302,0.017013,0.01117,0.023797,0.014648,-0.91938,0.025545,-0.0071129,0.022461,0.023489,0.017057,0.018503,-0.0041506,0.022255,0.012255,0.023232,134.74,-0.010257,107.79,113.68,125.47,-0.1401,142.32,152.42,0.062242,128,201.26,-0.0059631,165.89,-0.014761,158.32,119.58,283.58,70.947,107.79,639.16,23.368,4.4872,253.05,221.47,306.95,5.5788,2.4251,393.68,0.019146,160.84,165.89,328,281.47,462.32,395.47,1.7722,424.21,298,445.37,358.84,1.5114,1.2595,normal
0.17539,0.12907,0.020182,0.015625,0.018989,0.019531,0.027561,0.024957,0.12081,0.017578,-0.020764,0.027561,0.018663,-1.0782,0.016602,-0.033707,0.024306,0.028212,0.0048886,0.020399,0.019497,0.024306,0.029975,0.014757,119.11,-0.038539,140.44,181.33,144,-0.18435,156.44,152.89,0.052715,177.78,165.33,-0.0044071,138.67,-0.026595,117.33,124.44,281.33,314.67,92.444,74.222,348.44,6.0213,336,222.22,343.11,6.9841,4.7863,335.11,0.0079906,183.11,126.22,180.44,420.44,581.11,483.11,3.3995,418.22,278.89,250.22,366.22,2.6711,2.1208,normal
0.1231,0.075177,0.028291,0.019531,0.025568,0.025923,0.024148,0.025568,0.095173,0.017756,0.0012447,0.028409,0.02036,-0.76353,0.028113,-0.010424,0.029001,0.023793,0.0091918,0.01965,0.0083509,0.028823,0.010188,0.016809,93.091,0.0038387,104.73,104.73,112.48,-0.17334,101.82,139.64,0.042171,135.76,127.03,-0.00094696,110.55,0.0020442,92.121,102.79,165.21,183.76,110.55,39.273,442.3,2.4447,182.55,146.42,237.33,3.8599,2.1231,287.27,0.024416,191.03,139.64,230.79,271.15,328.85,358.55,1.4694,159.03,301.45,415.76,356.85,1.1411,0.82862,normal
0.094965,-0.030619,0.020647,0.019624,0.023065,0.019531,0.027344,0.023065,0.10658,0.011719,0.014829,0.022321,0.017671,-0.77668,0.02074,-0.0052583,0.019345,0.020554,0.044104,0.020461,-0.0026667,0.023251,0.0072172,0.018973,103.62,-0.016014,175.24,166.1,176.76,-0.21383,205.71,146.29,0.084568,128,169.14,-0.0067963,161.52,-0.012747,117.33,216.38,112.76,228.19,134.1,6.4762,400.76,3.9063,273.14,128,348.19,5.8496,3.3713,312.76,0.019344,173.71,201.14,191.05,239.81,306.86,361.9,2.2588,214.48,376,238.48,314.48,1.752,1.4627,normal
0.88064,0.75996,0.068317,0.0442,0.16597,0.16419,0.17272,0.1861,0.52855,0.16478,0.089422,0.095151,0.17689,0.79923,0.15748,-0.13624,0.10071,0.13651,0.18994,0.14037,-0.073558,0.15867,-0.028249,0.071416,512,-0.17438,411.83,512,464.7,1.0437,512,445.22,0.45639,445.22,450.78,-0.10403,512,-0.24333,256,439.65,806.96,36.174,322.78,175.3,108.52,2.2704,627.48,463.3,297.74,2.3323,2.2662,317.22,-0.039323,512,495.3,555.13,452.35,469.91,375.65,2.1109,468.87,397.91,427.83,265.74,2.0688,2.0139,normal
0.17158,0.12501,0.01776,0.020848,0.020031,0.021166,0.027934,0.02262,0.084207,0.020076,-0.016201,0.024664,0.023665,-0.99207,0.024709,0.00062709,0.026799,0.026435,-0.011811,0.014126,0.010833,0.025936,0.0054938,0.017987,148.84,-0.0016867,152.56,122.05,198.7,-0.08296,121.3,169.67,0.018175,101.95,106.42,-0.0033622,117.58,0.012855,123.53,154.05,91.535,45.767,291.72,6.6977,50.419,2.7031,118.42,148.09,178.88,4.9978,2.0143,176.09,0.020807,167.44,177.86,208.74,184.09,175.26,180.09,1.4358,213.95,155.44,172.09,214.42,1.0801,0.91495,normal
0.14446,0.042396,0.021768,0.022301,0.018999,0.021165,0.020774,0.019283,0.13646,0.020916,-0.017162,0.024219,0.015128,-0.83187,0.023686,-0.033191,0.023011,0.019993,0.01936,0.012642,0.013044,0.020277,0.016245,0.015838,169.31,-0.023693,171.64,132.65,162.33,-0.24031,150.11,168.73,0.079492,137.31,180.36,0.0047729,182.11,-0.0094518,245.53,226.33,265.02,169.89,180.95,7.8545,40.945,3.7247,158.25,161.16,194.69,4.7408,2.6196,256.36,0.018048,172.22,191.42,83.709,234.98,209.82,253.45,2.1277,189.38,214.25,165.96,256.51,1.7294,1.3645,normal
0.19245,0.18034,0.020703,0.016797,0.023438,0.020508,0.019922,0.033008,0.098059,0.016406,-0.03367,0.019336,0.030469,-1.1173,0.029102,-0.017947,0.028125,0.031836,-0.023111,0.024609,0.015707,0.021484,0.011853,0.017188,166.4,-0.015495,150.4,236.8,192,-0.14963,147.2,166.4,0.015147,70.4,182.4,0.0086494,256,-0.0040527,121.6,243.2,56,495.2,121.6,20.8,228,4.341,391.2,284.8,325.6,6.715,3.6835,336.4,0.00069827,211.2,185.6,376,314,263.2,391.2,2.6323,292.8,299.2,272.4,393.6,1.9162,1.6849,normal
-0.047867,-0.11467,0.011621,0.011914,0.013477,0.0125,0.01543,0.013867,0.01401,0.012598,0.055826,0.012402,0.0085938,-0.54138,0.013672,0.048803,0.012207,0.013867,0.054277,0.010059,-0.0095521,0.017578,-0.012806,0.012207,230.4,0.033793,252.8,289.6,233.6,-0.22074,200,195.2,0.041058,236.8,198.4,-0.0010215,292.8,0.0177,260.8,206.4,335.2,136.6,208,32,115.2,3.1818,407.2,169.6,380,4.4571,2.4628,238,-0.011313,192,206.4,383.2,445,256.4,457.2,2.0242,280,326.8,303.6,347.6,1.6388,1.2821,abnormal
0.14089,0.10857,0.023816,0.021421,0.023753,0.020602,0.020224,0.020224,0.087831,0.018271,-0.0083242,0.028352,0.016381,-0.99634,0.017956,0.014162,0.021295,0.01909,0.016165,0.022933,-0.0098645,0.027848,0.024718,0.019153,147.61,-0.012551,162.06,117.68,186.84,-0.16008,116.65,147.61,0.037429,109.42,122.84,-0.036375,150.71,-0.035672,140.39,140.39,415.48,85.419,163.1,10.839,644.65,2.9223,280.77,199.23,340,6.21,2.3518,361.29,0.04442,162.06,189.94,249.81,287.61,317.68,323.87,1.7927,391.23,449.68,273.42,343.23,1.6319,1.1498,normal
0.063084,-0.015467,0.013381,0.015708,0.01949,0.017994,0.0155,0.019531,0.065473,0.013339,0.0346,0.018908,0.011594,-0.696,0.021027,0.016305,0.024767,0.021484,0.041986,0.01014,0.0058702,0.024767,0.017703,0.011469,151.83,0.0065421,164.77,155.23,153.87,-0.1152,144.34,149.79,0.052871,202.21,125.28,-0.00081124,138.89,-0.0048694,191.32,173.62,190.38,166.13,189.96,90.638,114.98,0.27363,239.74,138.21,205.7,0.58485,0.20204,240.51,0.013575,157.96,170.21,207.57,247.57,205.87,174.72,0.14864,208.6,219.91,166.55,228.94,0.13076,0.1141,normal
0.10377,-0.011548,0.021528,0.02105,0.020616,0.021962,0.017795,0.018403,0.12256,0.019835,0.010743,0.023481,0.020443,-0.64986,0.023611,-0.014195,0.028819,0.025174,0.047142,0.016406,0.0084286,0.029123,0.02062,0.015668,115.91,-0.020699,134.4,140.8,160,-0.25856,164.27,123.73,0.09176,152.18,119.47,-0.0041845,157.87,-0.016199,141.51,221.87,249.42,129.87,197.69,17.956,24.267,4.3698,212.98,174.22,236.8,5.6096,3.3613,200.18,0.027752,172.8,174.22,140.36,263.82,175.91,157.6,2.589,170.4,177.16,239.91,265.24,2.1148,1.6306,normal
0.097599,0.010894,0.021949,0.021903,0.020275,0.017764,0.018973,0.026507,0.10443,0.020415,0.0073146,0.019903,0.018741,-0.79889,0.02088,-0.011698,0.019252,0.022693,0.035294,0.014509,0.0041269,0.024182,0.0088373,0.015253,131.05,-0.017481,150.86,143.24,196.57,-0.21145,205.71,200.38,0.07447,116.57,186.67,-0.0058637,179.81,-0.013326,156.19,148.57,245.33,330,233.14,6.1905,51.619,3.5704,263.24,176,304.29,5.9181,2.7436,240,0.014895,174.48,217.14,307.24,272,244.95,322.29,2.2751,260.67,245.33,191.43,330.76,1.9358,1.6324,normal
0.085435,0.039638,0.01994,0.021666,0.021757,0.022438,0.02321,0.028025,0.074828,0.014535,0.017708,0.02589,0.014444,-0.73542,0.025799,0.01433,0.026435,0.024982,0.027103,0.017805,-0.0063063,0.026935,0.010541,0.03125,171.91,0.010275,237.4,158.51,160,-0.13407,95.256,183.81,0.04581,64,108.65,-0.015585,136.19,-0.0070792,93.023,159.26,255.91,121.67,99.721,655.63,22.512,7.6042,433.4,154.79,308.74,10.777,6.0975,233.21,0.024324,122.79,136.93,416.74,258.51,211.91,318.42,4.8272,366.05,322.88,292,275.07,3.7155,3.0456,normal
0.18928,0.037318,0.021739,0.019701,0.013757,0.015115,0.016559,0.013332,0.13376,0.016814,-0.053983,0.021824,0.015625,-1.0533,0.017918,-0.039856,0.028363,0.021569,0.00824,0.016814,0.031315,0.021484,0.034884,0.017154,122.43,-0.036808,225.39,128,176.7,-0.13232,96,171.13,0.089645,180.87,205.91,0.0077512,153.04,-0.016371,325.57,180.87,24.522,309.57,275.48,65.391,281.04,8.8034,230.26,166.96,256.35,9.5422,7.5768,387.65,-0.0002522,171.13,146.09,498.09,307.83,313.91,327.65,5.1614,400.7,412.52,453.39,452.17,3.6969,3.0928,normal
0.19167,0.16217,0.024378,0.022208,0.02322,0.033456,0.033782,0.027561,0.091086,0.023329,-0.031182,0.029912,0.020761,-1.0237,0.030961,-0.0053034,0.031395,0.029912,-0.031323,0.021629,0.011064,0.033492,0.0066291,0.026982,155.85,0.0047784,130.37,144.59,158.81,-0.093656,113.19,133.93,0.0088496,128,171.85,0.0099853,152.3,0.012107,121.48,123.26,221.41,193.19,103.7,62.593,251.56,2.6666,252,149.33,253.78,3.296,2.235,228.89,8.95E-05,160,173.04,203.63,212.22,250.3,197.78,1.715,301.63,252,284.22,273.33,1.384,1.2078,normal
0.16115,0.044394,0.018446,0.01671,0.022569,0.01671,0.019531,0.022786,0.14778,0.02691,-0.015154,0.027127,0.017361,-0.93616,0.024089,-0.026558,0.020725,0.017795,0.018632,0.017361,-0.0055398,0.019097,0.0051056,0.015842,142.22,-0.027958,113.78,149.33,140.44,-0.29213,113.78,179.56,0.083297,213.33,142.22,-0.010897,163.56,-0.018571,92.444,136.89,580.44,100.89,195.56,152.89,453.33,5.2217,182.67,192,459.11,6.6261,4.6811,228.22,0.031365,224,225.78,513.78,482.22,296.22,345.33,2.7492,502.22,259.33,319.11,281.78,2.2624,1.8223,normal
0.18926,0.11063,0.030349,0.030649,0.026442,0.03125,0.026593,0.026743,0.087254,0.028696,-0.016046,0.029823,0.025992,-0.93918,0.03125,-0.0053574,0.023362,0.031701,-0.025171,0.027194,0.0089421,0.024564,0.0081613,0.029297,161.23,0.0087744,109.54,126.77,139.08,-0.090318,102.15,124.31,0.020097,91.077,86.154,0.0041793,156.31,0.0087144,139.08,134.15,334.15,159.38,132.92,615.08,196.15,3.6351,373.08,182.15,440.46,5.3504,3.1882,270.46,0.010359,146.46,146.46,294.46,336.31,311.38,308.62,2.3993,296.62,397.38,321.38,283.38,1.7328,1.3355,normal
0.08458,-0.036994,0.018495,0.016861,0.018256,0.01993,0.019332,0.021604,0.11564,0.012556,0.015263,0.021046,0.01694,-0.73375,0.021365,-0.016164,0.020767,0.023318,0.054888,0.018694,0.0054507,0.023717,0.015462,0.01993,180.9,-0.02301,195.92,187.43,179.59,-0.28188,252.73,188.73,0.096576,184.16,214.2,-0.0078947,182.86,-0.019375,222.04,148.9,125.55,449.31,138.45,7.8367,59.265,3.329,116.57,163.27,290.45,4.6786,2.3677,281.14,0.016218,161.31,174.37,180.24,297.55,228,219.92,1.7995,309.14,408.57,236.08,343.35,1.2986,1.068,normal
0.46721,0.32901,0.15576,0.025391,0.15088,0.015625,0.1524,0.15158,0.47825,0.14844,0.047609,0.14062,0.023438,0.13528,0.13867,0.0080937,0.090495,0.015625,0.24098,0.027344,-0.10638,0.030599,-0.070355,0.025391,448,-0.02008,320,512,64,0.88717,256,309.33,0.20668,512,512,-0.065715,64,-0.064545,256,330.67,576,1088,512,640,64,2.2527,320,192,128,2.6252,2.026,170.67,-0.093924,448,64,256,608,128,1336,1.9504,971.11,988,768,24,1.931,1.8796,normal
1.6295,1.4602,0.375,0.26042,0.38333,0.32292,0.26042,0.28125,1.7684,0.27083,1.5159,0.225,0.28125,0.86932,0.25417,1.3466,0.22292,0.2375,1.5955,0.28125,0.44471,0.125,0.28027,0.22708,32,1.1634,32,32,32,1.336,32,32,1.7627,32,32,0.68577,32,0.86054,32,32,930.67,874.4,32,360,1216,1.6247,817.33,32,993.87,1.7607,1.5826,1030.9,0.13795,32,32,704,643.2,918.13,948.27,1.4605,918.67,1133.9,542.4,1140.5,1.3853,1.2323,abnormal
0.11226,0.0078842,0.018643,0.017401,0.015211,0.013613,0.019117,0.020419,0.11307,0.019472,0.0095329,0.024444,0.015033,-0.80127,0.023023,-0.013465,0.019058,0.022254,0.038752,0.015152,-0.0030048,0.020064,0.015365,0.015625,158.06,-0.023339,171.64,176.48,199.76,-0.23567,157.09,193.94,0.084297,188.12,195.88,-0.014503,167.76,-0.021238,130.91,181.33,159.88,173.7,215.27,7.7576,22.788,3.2841,152.24,176.48,217.7,5.0261,2.25,380.12,0.024624,159.03,149.33,189.09,347.39,278.42,245.21,1.742,161.09,288.85,198.06,253.09,1.3847,1.2231,normal
0.13835,0.049205,0.019236,0.025354,0.020784,0.019679,0.019605,0.021448,0.12132,0.021963,-0.015807,0.024617,0.018426,-0.85178,0.025538,-0.024977,0.026349,0.023364,0.014912,0.018942,0.0023263,0.020047,0.006492,0.015478,156.38,-0.018656,147.92,141.28,127.4,-0.22236,166.04,163.02,0.066391,167.85,171.47,-0.0042039,152.15,-0.0088093,189.58,150.34,283.09,302.49,150.94,14.189,93.434,1.8063,224.91,139.47,348.45,3.7558,1.4507,320.45,0.020698,149.74,163.62,234.57,346.57,244.23,263.77,1.1311,304.15,208.83,431.4,417.43,0.91597,0.7156,normal
0.13202,0.056182,0.030134,0.010603,0.030134,0.021763,0.03125,0.022879,0.098773,0.023438,0.010824,0.029018,0.02567,-0.88012,0.017857,-0.0055787,0.027623,0.023996,0.026527,0.017857,-0.008028,0.039621,0.013762,0.027902,141.71,-0.016373,228.57,315.43,182.86,-0.21214,86.857,137.14,0.057785,201.14,105.14,-0.02256,173.71,-0.024075,146.29,146.29,68,525.71,118.86,221.71,53.714,5.0102,126.29,164.57,378.29,5.0864,4.0225,246.29,0.027027,169.14,137.14,358.29,215.43,170.29,248,3.0235,273.14,555.43,360,370.29,1.8779,1.6889,normal
0.15649,0.091133,0.017887,0.019326,0.017373,0.01912,0.024465,0.019531,0.12985,0.014391,-0.0017729,0.016345,0.016653,-1.0027,0.019531,-0.055087,0.014597,0.021279,0.0083086,0.020148,0.024128,0.021793,0.026997,0.015625,154.95,-0.035578,195.37,154.95,119.58,-0.21655,203.79,195.37,0.065296,235.79,213.89,0.0002023,198.74,-0.021468,134.74,197.05,34.947,176.42,141.47,3.3684,457.26,4.731,162.11,143.16,314.95,6.8601,4.4126,179.79,-0.00082293,200.42,156.63,306.95,300.21,250.53,373.68,2.9983,194.11,327.79,246.74,424,2.2335,1.8759,normal
0.085251,-0.035271,0.018047,0.015781,0.020078,0.018203,0.017734,0.011719,0.1158,0.014375,0.031934,0.022031,0.015625,-0.75114,0.026328,0.00048636,0.017578,0.014687,0.059924,0.014531,-0.016228,0.020469,0.009232,0.014375,198.4,-0.020732,168.96,131.84,197.12,-0.30563,148.48,158.72,0.093947,174.08,135.68,-0.032324,149.76,-0.03432,209.92,216.32,276,457.92,168.96,5.12,23.68,5.0449,357.12,202.24,351.36,6.3313,3.5196,417.6,0.028066,158.72,192,271.04,228.96,252.16,409.6,2.8758,330.72,393.92,304.96,438.4,2.3174,1.9038,normal
0.13882,0.050456,0.018276,0.020508,0.023089,0.020926,0.023228,0.019741,0.12234,0.020089,-0.011487,0.024902,0.016602,-0.86576,0.022182,-0.01696,0.022391,0.032994,0.020388,0.016671,0.0065927,0.025112,0.014952,0.021205,189.71,-0.015814,152,129.14,216,-0.23573,177.14,246.86,0.068813,116.57,189.71,-0.00099166,178.29,-0.0092775,221.71,165.71,241.14,106,372.57,40.571,198.57,3.9345,108.14,225.14,308,5.3357,3.3356,317,0.021665,176,118.86,83.143,262.86,350.29,302.29,2.6364,224.43,293.14,313.71,254.29,2.1275,1.6651,normal
0.15022,0.036281,0.019141,0.017188,0.015234,0.018359,0.016406,0.014063,0.13856,0.023047,-0.014606,0.019141,0.016016,-0.89951,0.024219,-0.031725,0.025781,0.011328,0.011487,0.011133,-0.0067143,0.009375,0.0045867,0.016602,172.8,-0.021438,249.6,131.2,124.8,-0.29224,112,220.8,0.072935,140.8,112,-0.0095223,192,-0.012607,128,144,596.8,691.2,473.6,8.8,0,5.0847,172.8,112,341.6,6.5297,3.563,460.8,0.030494,128,105.6,228.8,417.2,410.4,380.4,2.6676,257.2,318.4,286.4,312,2.4153,1.7517,normal
0.77801,0.95803,0.34837,0.33958,0.33646,0.35391,0.32396,0.34219,0.68455,0.33021,0.50809,0.33704,0.32917,1.1169,0.34316,0.43513,0.33542,0.33125,0.5821,0.35625,0.1612,0.34277,0.059203,0.35,48,0.34765,32,32,48,1.1241,32,32,0.63134,32,48,0.23264,49.067,0.25299,32,64,926.93,843.33,32,863.07,652.93,1.8994,607.2,50.133,786.4,1.9802,1.8002,787.87,0.022489,32,32,682.8,738.67,731.33,877.73,1.7504,592.67,722.53,622.53,710.13,1.6858,1.655,normal
1.0421,1.175,0.22301,0.22443,0.23011,0.22017,0.22727,0.24006,0.87826,0.22585,0.50698,0.26847,0.22159,1.1138,0.28693,0.44823,0.28409,0.25426,0.59082,0.22159,0.19441,0.3196,0.078285,0.22017,32,0.39641,32,32,32,1.1909,32,32,0.72444,32,32,0.25767,32,0.31751,32,32,882.18,642.18,32,451.45,761.64,2.6476,880,32,728.36,2.799,2.5455,637.09,0.0055845,32,32,783.27,819.09,748.91,532.18,2.4824,490.36,604.73,807.27,714,2.4389,2.3925,normal
